lw.dat auto written
1 2
1991  2025
0  8
1
0.02957  	0.03476  	0.06685  	0.0949  	0.12342  	0.13901  	0.1556  	0.17091  	0.18256
0.01519  	0.03447  	0.06732  	0.09435  	0.1163  	0.14169  	0.16511  	0.17576  	0.19152
0.01535  	0.02545  	0.06797  	0.10204  	0.11428  	0.13615  	0.16795  	0.18228  	0.1989
0.01458  	0.03704  	0.08328  	0.10323  	0.12213  	0.14115  	0.15648  	0.17046  	0.18596
0.0101  	0.02092  	0.06843  	0.09841  	0.12349  	0.15196  	0.17041  	0.20626  	0.21696
0.01056  	0.02458  	0.0809  	0.09702  	0.11254  	0.13283  	0.13687  	0.15425  	0.191
0.02962  	0.02748  	0.06845  	0.11807  	0.1342  	0.16198  	0.1817  	0.19671  	0.20872
0.01426  	0.03333  	0.06634  	0.09423  	0.11779  	0.13673  	0.16628  	0.16523  	0.18701
0.01112  	0.03433  	0.06583  	0.09814  	0.11642  	0.14713  	0.1566  	0.15382  	0.15756
0.02226902  	0.02836056  	0.05804045  	0.09630882  	0.1324843  	0.145414  	0.149158  	0.1574161  	0.1594711
0.01223071  	0.02471052  	0.05659438  	0.07839656  	0.09862945  	0.1473597  	0.1353143  	0.1389955  	0.1504028
0.01048618  	0.01808603  	0.06762521  	0.09179863  	0.1161646  	0.130105  	0.1801622  	0.172447  	0.1759176
0.01320617  	0.03430484  	0.07054032  	0.09245793  	0.1099011  	0.1247125  	0.1371625  	0.1681068  	0.1647371
0.02045993  	0.03557671  	0.06789337  	0.09884273  	0.1050127  	0.1308312  	0.150657  	0.1669604  	0.1530613
0.0136728  	0.03361148  	0.07311841  	0.09188434  	0.1095941  	0.1214671  	0.1470297  	0.1598908  	0.1683751
0.01468092  	0.03907927  	0.07304911  	0.09623037  	0.1126565  	0.1489874  	0.1535003  	0.1847656  	0.1808473
0.02247479  	0.05030774  	0.06880571  	0.08504856  	0.1133883  	0.1242269  	0.1503939  	0.1609856  	0.1905248
0.0255455  	0.06142106  	0.07411162  	0.08960367  	0.1064269  	0.1266869  	0.1305204  	0.1553682  	0.1606981
0.01424604  	0.04176123  	0.07647219  	0.1008148  	0.1351332  	0.1528495  	0.1624681  	0.1796727  	0.1962195
0.008958046  	0.04830508  	0.07619544  	0.1078295  	0.1376662  	0.1679095  	0.1820758  	0.1991967  	0.2047103
0.00986515  	0.03272324  	0.07740879  	0.1033464  	0.11908  	0.1491031  	0.1545548  	0.1649612  	0.1736068
0.01138301  	0.03048943  	0.06886922  	0.1053705  	0.1247464  	0.1542682  	0.1764228  	0.1819055  	0.2088075
0.01372024  	0.0248848  	0.0737338  	0.1128554  	0.1345688  	0.1472105  	0.1487368  	0.1619621  	0.1848672
0.01048123  	0.04656786  	0.07266356  	0.09934394  	0.1465156  	0.1692542  	0.1712202  	0.1823902  	0.1894329
0.009316678  	0.02517633  	0.05860495  	0.08947682  	0.1164614  	0.1537694  	0.1765622  	0.149389  	0.1700842
0.008285646  	0.03924711  	0.0592259  	0.09784644  	0.1107328  	0.1433324  	0.1787462  	0.179428  	0.1994645
0.02451905  	0.03906066  	0.05795988  	0.09520958  	0.1234926  	0.1311522  	0.1479512  	0.1586639  	0.1448774
0.01307521  	0.0337567  	0.05544656  	0.09240738  	0.1233737  	0.1521349  	0.1565443  	0.1682412  	0.184824
0.01589317  	0.04920005  	0.07493608  	0.1040424  	0.1328823  	0.1591743  	0.175313  	0.1760455  	0.1956293
0.01588752  	0.04776375  	0.06679765  	0.126801  	0.1526261  	0.167138  	0.1787925  	0.1886244  	0.1970161
0.01102797  	0.04754904  	0.06617957  	0.1078055  	0.1549977  	0.1688425  	0.1847654  	0.1898387  	0.1934779
0.007295748  	0.05310264  	0.1034137  	0.1254005  	0.1413535  	0.1671911  	0.1746007  	0.1904277  	0.2008614
0.01434308  	0.0407266  	0.08967557  	0.1500848  	0.1706597  	0.1737839  	0.1753157  	0.1923871  	0.18721
0.01610373  	0.03196719  	0.1026314  	0.1400752  	0.1723043  	0.1753104  	0.1813378  	0.2051733  	0.1937258
0.01381879	0.05698059	0.08330971	0.13710231	0.16194072	0.18103274	0.16423401	0.18250473	0.19423499
